addr_state,issue_d,unemp,unemp_LSFT
MO,09/15/12,0.063,-0.000868132
MO,10/15/12,0.063,-0.000873626
MO,11/15/12,0.062,-0.001005495
MO,12/15/12,0.066,-0.001082418
MO,01/15/13,0.076,-0.000758242
MO,02/15/13,0.075,-0.000368132
MO,03/15/13,0.07,1.65E-05
MO,04/15/13,0.061,5.49E-06
MO,05/15/13,0.066,-0.000181319
MO,06/15/13,0.071,-0.000131868
MO,07/15/13,0.073,7.69E-05
MO,08/15/13,0.07,0.000362637
MO,09/15/13,0.063,0.00032967
MO,10/15/13,0.06,-9.89E-05
MO,11/15/13,0.059,-0.000543956
MO,12/15/13,0.062,-0.000906593
MO,01/15/14,0.071,-0.000818681
MO,02/15/14,0.077,-0.000175824
MO,03/15/14,0.072,0.000258242
MO,04/15/14,0.057,2.20E-05
MO,05/15/14,0.062,-0.000324176
MO,06/15/14,0.064,-0.000417582
MO,07/15/14,0.066,-0.000241758
MO,08/15/14,0.062,-9.34E-05
MO,09/15/14,0.056,-0.000197802
MO,10/15/14,0.05,-0.000692308
MO,11/15/14,0.051,-0.001197802
MO,12/15/14,0.051,-0.001692308
MO,01/15/15,0.06,-0.001730769
MO,02/15/15,0.061,-0.001379121
MO,03/15/15,0.058,-0.000840659
MO,04/15/15,0.051,-0.000620879
MO,05/15/15,0.053,-0.000796703
MO,06/15/15,0.052,-0.000791209
MO,07/15/15,0.054,-0.000587912
MO,08/15/15,0.049,-0.000417582
MO,09/15/15,0.043,-0.000505495
MO,10/15/15,0.04,-0.000818681
MO,11/15/15,0.039,-0.001307692
MO,12/15/15,0.039,-0.001697802
MO,01/15/16,0.047,-0.001758242
MO,02/15/16,0.05,-0.001351648
MO,03/15/16,0.048,-0.000917582
MO,04/15/16,0.042,-0.000725275
MO,05/15/16,0.04,-0.00078022
MO,06/15/16,0.049,-0.000401099
MT,01/15/06,0.048,
MT,02/15/06,0.045,
MT,03/15/06,0.044,
MT,04/15/06,0.037,
MT,05/15/06,0.032,
MT,06/15/06,0.036,
MT,07/15/06,0.031,
MT,08/15/06,0.03,
MT,09/15/06,0.027,
MT,10/15/06,0.027,
MT,11/15/06,0.03,
MT,12/15/06,0.031,
MT,01/15/07,0.039,-0.001241758
MT,02/15/07,0.037,-0.000686813
MT,03/15/07,0.036,-0.00021978
MT,04/15/07,0.032,0.000126374
MT,05/15/07,0.029,0.00017033
MT,06/15/07,0.036,0.000296703
MT,07/15/07,0.034,0.000489011
MT,08/15/07,0.034,0.0005
MT,09/15/07,0.033,0.000423077
MT,10/15/07,0.036,0.000313187
MT,11/15/07,0.039,0.000252747
MT,12/15/07,0.042,0.000340659
MT,01/15/08,0.052,0.000730769
MT,02/15/08,0.053,0.001346154
MT,03/15/08,0.053,0.001807692
MT,04/15/08,0.047,0.001945055
MT,05/15/08,0.043,0.001736264
MT,06/15/08,0.05,0.001582418
MT,07/15/08,0.046,0.001450549
MT,08/15/08,0.047,0.00121978
MT,09/15/08,0.047,0.000917582
MT,10/15/08,0.051,0.000637363
MT,11/15/08,0.057,0.000571429
MT,12/15/08,0.062,0.00067033
MT,01/15/09,0.077,0.001252747
MT,02/15/09,0.077,0.002027473
MT,03/15/09,0.079,0.002769231
MT,04/15/09,0.07,0.003071429
MT,05/15/09,0.064,0.002851648
MT,06/15/09,0.067,0.002483516
MT,07/15/09,0.062,0.002087912
MT,08/15/09,0.062,0.001472527
MT,09/15/09,0.06,0.000741758
MT,10/15/09,0.062,5.49E-06
MT,11/15/09,0.067,-0.000494505
MT,12/15/09,0.074,-0.000620879
MT,01/15/10,0.084,-0.000318681
MT,02/15/10,0.084,0.00043956
MT,03/15/10,0.084,0.001159341
MT,04/15/10,0.075,0.001620879
MT,05/15/10,0.068,0.001527473
MT,06/15/10,0.072,0.001346154
MT,07/15/10,0.067,0.001071429
MT,08/15/10,0.065,0.000538462
MT,09/15/10,0.064,-4.40E-05
MT,10/15/10,0.066,-0.000648352
MT,11/15/10,0.071,-0.001043956
MT,12/15/10,0.076,-0.001131868
MT,01/15/11,0.086,-0.00067033
MT,02/15/11,0.083,1.10E-05
MT,03/15/11,0.081,0.000631868
MT,04/15/11,0.072,0.000972527
MT,05/15/11,0.066,0.000835165
MT,06/15/11,0.07,0.00060989
MT,07/15/11,0.065,0.000362637
MT,08/15/11,0.063,-0.000104396
MT,09/15/11,0.06,-0.000725275
MT,10/15/11,0.061,-0.001324176
MT,11/15/11,0.063,-0.001763736
MT,12/15/11,0.065,-0.001928571
MT,01/15/12,0.074,-0.001571429
MT,02/15/12,0.071,-0.000917582
MT,03/15/12,0.07,-0.00032967
MT,04/15/12,0.062,-1.10E-05
MT,05/15/12,0.056,-0.000131868
MT,06/15/12,0.061,-0.000230769
MT,07/15/12,0.055,-0.000346154
MT,08/15/12,0.054,-0.000604396
MT,09/15/12,0.051,-0.000978022
MT,10/15/12,0.053,-0.001335165
MT,11/15/12,0.055,-0.001549451
MT,12/15/12,0.058,-0.001554945
MT,01/15/13,0.068,-0.001126374
MT,02/15/13,0.064,-0.0005
MT,03/15/13,0.063,3.30E-05
MT,04/15/13,0.055,0.000307692
MT,05/15/13,0.049,0.000159341
MT,06/15/13,0.055,4.95E-05
MT,07/15/13,0.05,-2.75E-05
MT,08/15/13,0.048,-0.000340659
MT,09/15/13,0.045,-0.000752747
MT,10/15/13,0.049,-0.001098901
MT,11/15/13,0.051,-0.001291209
MT,12/15/13,0.054,-0.001296703
MT,01/15/14,0.061,-0.000950549
MT,02/15/14,0.058,-0.000335165
MT,03/15/14,0.057,0.000148352
MT,04/15/14,0.047,0.000302198
MT,05/15/14,0.042,7.14E-05
MT,06/15/14,0.046,-0.000186813
MT,07/15/14,0.042,-0.00032967
MT,08/15/14,0.041,-0.000626374
MT,09/15/14,0.038,-0.001049451
MT,10/15/14,0.04,-0.001467033
MT,11/15/14,0.044,-0.001571429
MT,12/15/14,0.044,-0.001571429
MT,01/15/15,0.053,-0.001120879
MT,02/15/15,0.049,-0.000527473
MT,03/15/15,0.048,-1.65E-05
MT,04/15/15,0.04,0.000247253
MT,05/15/15,0.036,8.79E-05
MT,06/15/15,0.041,-3.85E-05
MT,07/15/15,0.037,-0.000137363
MT,08/15/15,0.036,-0.000373626
MT,09/15/15,0.034,-0.000681319
MT,10/15/15,0.037,-0.000967033
MT,11/15/15,0.041,-0.001038462
MT,12/15/15,0.043,-0.000895604
MT,01/15/16,0.051,-0.000483516
MT,02/15/16,0.051,0.000236264
MT,03/15/16,0.05,0.00078022
MT,04/15/16,0.039,0.000917582
MT,05/15/16,0.036,0.000697802
MT,06/15/16,0.042,0.000543956
NE,01/15/06,0.037,
NE,02/15/06,0.035,
NE,03/15/06,0.033,
NE,04/15/06,0.03,
NE,05/15/06,0.03,
NE,06/15/06,0.033,
NE,07/15/06,0.034,
NE,08/15/06,0.03,
NE,09/15/06,0.029,
NE,10/15/06,0.028,
NE,11/15/06,0.027,
NE,12/15/06,0.029,
NE,01/15/07,0.034,-0.000456044
NE,02/15/07,0.034,-0.000159341
NE,03/15/07,0.029,-8.79E-05
NE,04/15/07,0.026,-0.000159341
NE,05/15/07,0.03,-0.000175824
NE,06/15/07,0.033,-9.34E-05
NE,07/15/07,0.033,8.79E-05
NE,08/15/07,0.029,0.000175824
NE,09/15/07,0.028,0.000104396
NE,10/15/07,0.028,5.49E-06
NE,11/15/07,0.029,-9.34E-05
NE,12/15/07,0.026,-0.000335165
NE,01/15/08,0.035,-0.000197802
NE,02/15/08,0.034,6.59E-05
NE,03/15/08,0.033,0.000296703
NE,04/15/08,0.03,0.000241758
NE,05/15/08,0.031,9.89E-05
NE,06/15/08,0.035,0.000214286
NE,07/15/08,0.035,0.000417582
NE,08/15/08,0.032,0.000510989
NE,09/15/08,0.032,0.000456044
NE,10/15/08,0.033,0.000379121
NE,11/15/08,0.033,0.000274725
NE,12/15/08,0.037,0.000313187
NE,01/15/09,0.047,0.000521978
NE,02/15/09,0.045,0.000895604
NE,03/15/09,0.047,0.001241758
NE,04/15/09,0.046,0.001445055
NE,05/15/09,0.046,0.001461538
NE,06/15/09,0.048,0.001494505
NE,07/15/09,0.049,0.001620879
NE,08/15/09,0.047,0.001604396
NE,09/15/09,0.046,0.001373626
NE,10/15/09,0.044,0.001
NE,11/15/09,0.043,0.000565934
NE,12/15/09,0.047,0.000208791
NE,01/15/10,0.054,0.000159341
NE,02/15/10,0.053,0.000368132
NE,03/15/10,0.052,0.000434066
NE,04/15/10,0.046,0.000340659
NE,05/15/10,0.045,0.000181319
NE,06/15/10,0.049,0.000159341
NE,07/15/10,0.047,0.000131868
NE,08/15/10,0.044,4.95E-05
NE,09/15/10,0.042,-0.000148352
NE,10/15/10,0.041,-0.00039011
NE,11/15/10,0.041,-0.000681319
NE,12/15/10,0.043,-0.000928571
NE,01/15/11,0.051,-0.000758242
NE,02/15/11,0.049,-0.000406593
NE,03/15/11,0.048,-9.89E-05
NE,04/15/11,0.043,3.30E-05
NE,05/15/11,0.043,-1.65E-05
NE,06/15/11,0.047,4.40E-05
NE,07/15/11,0.046,0.000214286
NE,08/15/11,0.043,0.000225275
NE,09/15/11,0.041,7.69E-05
NE,10/15/11,0.04,-0.000164835
NE,11/15/11,0.037,-0.000532967
NE,12/15/11,0.042,-0.000714286
NE,01/15/12,0.045,-0.000725275
NE,02/15/12,0.045,-0.00043956
NE,03/15/12,0.042,-0.000296703
NE,04/15/12,0.039,-0.000252747
NE,05/15/12,0.039,-0.000351648
NE,06/15/12,0.042,-0.00032967
NE,07/15/12,0.043,-0.000115385
NE,08/15/12,0.039,-4.95E-05
NE,09/15/12,0.036,-0.000159341
NE,10/15/12,0.036,-0.000307692
NE,11/15/12,0.035,-0.0005
NE,12/15/12,0.039,-0.000648352
NE,01/15/13,0.044,-0.000450549
NE,02/15/13,0.043,-0.000181319
NE,03/15/13,0.04,-1.77E-19
NE,04/15/13,0.038,2.75E-05
NE,05/15/13,0.038,-3.85E-05
NE,06/15/13,0.041,-3.44E-18
NE,07/15/13,0.041,0.000142857
NE,08/15/13,0.036,0.000164835
NE,09/15/13,0.034,5.49E-06
NE,10/15/13,0.033,-0.000274725
NE,11/15/13,0.031,-0.000604396
NE,12/15/13,0.034,-0.000846154
NE,01/15/14,0.039,-0.000763736
NE,02/15/14,0.038,-0.000521978
NE,03/15/14,0.039,-0.000252747
NE,04/15/14,0.032,-0.000307692
NE,05/15/14,0.032,-0.000395604
NE,06/15/14,0.035,-0.000351648
NE,07/15/14,0.037,-0.00010989
NE,08/15/14,0.031,-4.40E-05
NE,09/15/14,0.028,-0.000214286
NE,10/15/14,0.027,-0.000450549
NE,11/15/14,0.025,-0.000752747
NE,12/15/14,0.028,-0.000989011
NE,01/15/15,0.034,-0.000895604
NE,02/15/15,0.032,-0.000675824
NE,03/15/15,0.031,-0.000489011
NE,04/15/15,0.028,-0.000324176
NE,05/15/15,0.029,-0.000335165
NE,06/15/15,0.032,-0.000230769
NE,07/15/15,0.034,5.49E-05
NE,08/15/15,0.03,0.000291209
NE,09/15/15,0.028,0.000269231
NE,10/15/15,0.027,0.000115385
NE,11/15/15,0.025,-0.000137363
NE,12/15/15,0.029,-0.000324176
NE,01/15/16,0.034,-0.000252747
NE,02/15/16,0.033,-1.65E-05
NE,03/15/16,0.032,0.000115385
NE,04/15/16,0.03,0.000142857
NE,05/15/16,0.028,-5.49E-06
NE,06/15/16,0.033,4.95E-05
NV,01/15/06,0.043,
NV,02/15/06,0.041,
NV,03/15/06,0.041,
NV,04/15/06,0.041,
NV,05/15/06,0.039,
NV,06/15/06,0.042,
NV,07/15/06,0.042,
NV,08/15/06,0.04,
NV,09/15/06,0.04,
NV,10/15/06,0.038,
NV,11/15/06,0.039,
NV,12/15/06,0.04,
NV,01/15/07,0.046,-2.20E-05
NV,02/15/07,0.044,0.000159341
NV,03/15/07,0.043,0.000225275
NV,04/15/07,0.043,0.00028022
NV,05/15/07,0.041,0.000258242
NV,06/15/07,0.045,0.000291209
NV,07/15/07,0.046,0.00043956
NV,08/15/07,0.045,0.000532967
NV,09/15/07,0.046,0.000565934
NV,10/15/07,0.045,0.000532967
NV,11/15/07,0.046,0.000428571
NV,12/15/07,0.049,0.000417582
NV,01/15/08,0.056,0.000620879
NV,02/15/08,0.056,0.000967033
NV,03/15/08,0.056,0.001181319
NV,04/15/08,0.058,0.001357143
NV,05/15/08,0.058,0.001450549
NV,06/15/08,0.064,0.001582418
NV,07/15/08,0.067,0.001840659
NV,08/15/08,0.07,0.002115385
NV,09/15/08,0.072,0.002285714
NV,10/15/08,0.076,0.002478022
NV,11/15/08,0.082,0.002664835
NV,12/15/08,0.09,0.002950549
NV,01/15/09,0.1,0.00343956
NV,02/15/09,0.102,0.003983516
NV,03/15/09,0.105,0.004373626
NV,04/15/09,0.106,0.004527473
NV,05/15/09,0.108,0.004549451
NV,06/15/09,0.115,0.004527473
NV,07/15/09,0.117,0.004489011
NV,08/15/09,0.117,0.004274725
NV,09/15/09,0.12,0.004
NV,10/15/09,0.12,0.003527473
NV,11/15/09,0.121,0.002978022
NV,12/15/09,0.125,0.002543956
NV,01/15/10,0.135,0.002510989
NV,02/15/10,0.135,0.002615385
NV,03/15/10,0.136,0.002637363
NV,04/15/10,0.134,0.002521978
NV,05/15/10,0.133,0.002252747
NV,06/15/10,0.135,0.001978022
NV,07/15/10,0.137,0.00189011
NV,08/15/10,0.135,0.001692308
NV,09/15/10,0.137,0.001461538
NV,10/15/10,0.134,0.001137363
NV,11/15/10,0.136,0.000802198
NV,12/15/10,0.136,0.000417582
NV,01/15/11,0.139,0.000203297
NV,02/15/11,0.136,0.000197802
NV,03/15/11,0.134,0.000120879
NV,04/15/11,0.132,2.20E-05
NV,05/15/11,0.129,-0.000230769
NV,06/15/11,0.132,-0.000395604
NV,07/15/11,0.131,-0.000510989
NV,08/15/11,0.131,-0.000527473
NV,09/15/11,0.129,-0.000653846
NV,10/15/11,0.125,-0.000802198
NV,11/15/11,0.123,-0.001065934
NV,12/15/11,0.123,-0.001192308
NV,01/15/12,0.123,-0.001247253
NV,02/15/12,0.119,-0.001247253
NV,03/15/12,0.117,-0.001318681
NV,04/15/12,0.114,-0.001461538
NV,05/15/12,0.111,-0.00167033
NV,06/15/12,0.113,-0.001813187
NV,07/15/12,0.113,-0.001752747
NV,08/15/12,0.11,-0.001725275
NV,09/15/12,0.107,-0.001681319
NV,10/15/12,0.104,-0.001681319
NV,11/15/12,0.103,-0.001730769
NV,12/15/12,0.104,-0.001703297
NV,01/15/13,0.108,-0.00143956
NV,02/15/13,0.104,-0.001225275
NV,03/15/13,0.101,-0.001159341
NV,04/15/13,0.098,-0.00117033
NV,05/15/13,0.096,-0.001258242
NV,06/15/13,0.098,-0.001296703
NV,07/15/13,0.097,-0.00121978
NV,08/15/13,0.094,-0.001153846
NV,09/15/13,0.092,-0.001164835
NV,10/15/13,0.089,-0.001291209
NV,11/15/13,0.086,-0.001532967
NV,12/15/13,0.086,-0.001714286
NV,01/15/14,0.089,-0.001664835
NV,02/15/14,0.086,-0.001478022
NV,03/15/14,0.085,-0.001357143
NV,04/15/14,0.08,-0.001412088
NV,05/15/14,0.078,-0.001532967
NV,06/15/14,0.08,-0.001554945
NV,07/15/14,0.08,-0.001412088
NV,08/15/14,0.077,-0.001307692
NV,09/15/14,0.075,-0.001274725
NV,10/15/14,0.073,-0.00128022
NV,11/15/14,0.072,-0.00132967
NV,12/15/14,0.072,-0.001401099
NV,01/15/15,0.075,-0.001296703
NV,02/15/15,0.072,-0.001115385
NV,03/15/15,0.07,-0.001021978
NV,04/15/15,0.069,-0.000912088
NV,05/15/15,0.066,-0.001005495
NV,06/15/15,0.07,-0.000967033
NV,07/15/15,0.07,-0.000807692
NV,08/15/15,0.067,-0.000692308
NV,09/15/15,0.066,-0.000653846
NV,10/15/15,0.063,-0.000730769
NV,11/15/15,0.062,-0.000851648
NV,12/15/15,0.061,-0.000983516
NV,01/15/16,0.065,-0.000923077
NV,02/15/16,0.057,-0.000972527
NV,03/15/16,0.059,-0.000972527
NV,04/15/16,0.061,-0.000912088
NV,05/15/16,0.062,-0.000807692
NV,06/15/16,0.068,-0.000582418
NH,01/15/06,0.039,
NH,02/15/06,0.039,
NH,03/15/06,0.037,
NH,04/15/06,0.033,
NH,05/15/06,0.032,
NH,06/15/06,0.034,
NH,07/15/06,0.033,
NH,08/15/06,0.033,
NH,09/15/06,0.032,
NH,10/15/06,0.031,
NH,11/15/06,0.034,
NH,12/15/06,0.034,
NH,01/15/07,0.042,-0.000142857
NH,02/15/07,0.043,0.000285714
NH,03/15/07,0.041,0.000626374
NH,04/15/07,0.037,0.000747253
NH,05/15/07,0.034,0.000615385
NH,06/15/07,0.035,0.000472527
NH,07/15/07,0.033,0.000324176
NH,08/15/07,0.033,0.000142857
NH,09/15/07,0.031,-0.000104396
NH,10/15/07,0.03,-0.000412088
NH,11/15/07,0.032,-0.000681319
NH,12/15/07,0.032,-0.000840659
NH,01/15/08,0.041,-0.000692308
NH,02/15/08,0.042,-0.000241758
NH,03/15/08,0.042,0.000247253
NH,04/15/08,0.037,0.0005
NH,05/15/08,0.035,0.000554945
NH,06/15/08,0.036,0.000538462
NH,07/15/08,0.036,0.000549451
NH,08/15/08,0.037,0.000510989
NH,09/15/08,0.036,0.000417582
NH,10/15/08,0.035,0.000197802
NH,11/15/08,0.04,8.24E-05
NH,12/15/08,0.045,0.000153846
NH,01/15/09,0.059,0.000615385
NH,02/15/09,0.063,0.001406593
NH,03/15/09,0.067,0.002247253
NH,04/15/09,0.065,0.002884615
NH,05/15/09,0.064,0.00317033
NH,06/15/09,0.065,0.003263736
NH,07/15/09,0.063,0.003164835
NH,08/15/09,0.062,0.002884615
NH,09/15/09,0.061,0.002467033
NH,10/15/09,0.058,0.00178022
NH,11/15/09,0.06,0.001
NH,12/15/09,0.06,0.000274725
NH,01/15/10,0.07,-3.85E-05
NH,02/15/10,0.069,1.65E-05
NH,03/15/10,0.067,0.000104396
NH,04/15/10,0.059,6.04E-05
NH,05/15/10,0.056,-0.000115385
NH,06/15/10,0.057,-0.000247253
NH,07/15/10,0.056,-0.000335165
NH,08/15/10,0.055,-0.000483516
NH,09/15/10,0.053,-0.000692308
NH,10/15/10,0.052,-0.000923077
NH,11/15/10,0.053,-0.001186813
NH,12/15/10,0.053,-0.001346154
NH,01/15/11,0.06,-0.001236264
NH,02/15/11,0.059,-0.000774725
NH,03/15/11,0.057,-0.000357143
NH,04/15/11,0.052,-0.000115385
NH,05/15/11,0.051,-0.000131868
NH,06/15/11,0.054,-0.000120879
NH,07/15/11,0.053,-9.34E-05
NH,08/15/11,0.054,-4.95E-05
NH,09/15/11,0.052,-9.89E-05
NH,10/15/11,0.051,-0.000241758
NH,11/15/11,0.052,-0.000379121
NH,12/15/11,0.052,-0.000478022
NH,01/15/12,0.06,-0.000307692
NH,02/15/12,0.061,0.000126374
NH,03/15/12,0.058,0.000417582
NH,04/15/12,0.053,0.000472527
NH,05/15/12,0.053,0.000357143
NH,06/15/12,0.055,0.000263736
NH,07/15/12,0.055,0.000263736
NH,08/15/12,0.054,0.000186813
NH,09/15/12,0.053,0.00010989
NH,10/15/12,0.052,-7.14E-05
NH,11/15/12,0.053,-0.000258242
NH,12/15/12,0.053,-0.000417582
NH,01/15/13,0.061,-0.000318681
NH,02/15/13,0.059,-2.75E-05
NH,03/15/13,0.057,0.000241758
NH,04/15/13,0.051,0.00021978
NH,05/15/13,0.049,-2.20E-05
NH,06/15/13,0.05,-0.000208791
NH,07/15/13,0.049,-0.000335165
NH,08/15/13,0.048,-0.000461538
NH,09/15/13,0.047,-0.000620879
NH,10/15/13,0.046,-0.000813187
NH,11/15/13,0.047,-0.000972527
NH,12/15/13,0.045,-0.001131868
NH,01/15/14,0.052,-0.001016484
NH,02/15/14,0.051,-0.000620879
NH,03/15/14,0.049,-0.000313187
NH,04/15/14,0.044,-0.000192308
NH,05/15/14,0.042,-0.000296703
NH,06/15/14,0.042,-0.000428571
NH,07/15/14,0.041,-0.000516484
NH,08/15/14,0.041,-0.000593407
NH,09/15/14,0.038,-0.000763736
NH,10/15/14,0.037,-0.000950549
NH,11/15/14,0.038,-0.001087912
NH,12/15/14,0.037,-0.001175824
NH,01/15/15,0.044,-0.001054945
NH,02/15/15,0.043,-0.000692308
NH,03/15/15,0.04,-0.000417582
NH,04/15/15,0.035,-0.000324176
NH,05/15/15,0.033,-0.000412088
NH,06/15/15,0.034,-0.000483516
NH,07/15/15,0.033,-0.000543956
NH,08/15/15,0.031,-0.000659341
NH,09/15/15,0.03,-0.000752747
NH,10/15/15,0.029,-0.000934066
NH,11/15/15,0.03,-0.001071429
NH,12/15/15,0.029,-0.001164835
NH,01/15/16,0.032,-0.001148352
NH,02/15/16,0.031,-0.000868132
NH,03/15/16,0.03,-0.000587912
NH,04/15/16,0.026,-0.000483516
NH,05/15/16,0.026,-0.000494505
NH,06/15/16,0.028,-0.000467033
NJ,01/15/06,0.052,
NJ,02/15/06,0.054,
NJ,03/15/06,0.051,
NJ,04/15/06,0.049,
NJ,05/15/06,0.048,
NJ,06/15/06,0.048,
NJ,07/15/06,0.053,
NJ,08/15/06,0.047,
NJ,09/15/06,0.045,
NJ,10/15/06,0.039,
NJ,11/15/06,0.041,
NJ,12/15/06,0.039,
NJ,01/15/07,0.048,-0.000967033
NJ,02/15/07,0.047,-0.000791209
NJ,03/15/07,0.044,-0.00060989
NJ,04/15/07,0.042,-0.000554945
NJ,05/15/07,0.041,-0.00056044
NJ,06/15/07,0.042,-0.000527473
NJ,07/15/07,0.047,-0.000296703
NJ,08/15/07,0.041,-6.59E-05
NJ,09/15/07,0.041,-4.95E-18
NJ,10/15/07,0.039,-4.40E-05
NJ,11/15/07,0.04,-0.000252747
NJ,12/15/07,0.043,-0.000291209
NJ,01/15/08,0.051,-0.000153846
NJ,02/15/08,0.051,0.000263736
NJ,03/15/08,0.05,0.000593407
NJ,04/15/08,0.045,0.000626374
NJ,05/15/08,0.049,0.000708791
NJ,06/15/08,0.051,0.00078022
NJ,07/15/08,0.056,0.001
NJ,08/15/08,0.054,0.001269231
NJ,09/15/08,0.054,0.001269231
NJ,10/15/08,0.055,0.001230769
NJ,11/15/08,0.058,0.001137363
NJ,12/15/08,0.066,0.001241758
NJ,01/15/09,0.08,0.00178022
NJ,02/15/09,0.086,0.002620879
NJ,03/15/09,0.088,0.003335165
NJ,04/15/09,0.085,0.003708791
NJ,05/15/09,0.088,0.003796703
NJ,06/15/09,0.093,0.003967033
NJ,07/15/09,0.097,0.004104396
NJ,08/15/09,0.093,0.004049451
NJ,09/15/09,0.095,0.00378022
NJ,10/15/09,0.094,0.003252747
NJ,11/15/09,0.093,0.002510989
NJ,12/15/09,0.095,0.001741758
NJ,01/15/10,0.103,0.001340659
NJ,02/15/10,0.103,0.001274725
NJ,03/15/10,0.101,0.001247253
NJ,04/15/10,0.094,0.000983516
NJ,05/15/10,0.092,0.000505495
NJ,06/15/10,0.093,0.000137363
NJ,07/15/10,0.098,9.89E-05
NJ,08/15/10,0.093,2.20E-05
NJ,09/15/10,0.092,-0.00021978
NJ,10/15/10,0.09,-0.000445055
NJ,11/15/10,0.092,-0.000615385
NJ,12/15/10,0.091,-0.000846154
NJ,01/15/11,0.1,-0.000692308
NJ,02/15/11,0.099,-0.000291209
NJ,03/15/11,0.097,6.59E-05
NJ,04/15/11,0.091,0.000181319
NJ,05/15/11,0.092,0.000115385
NJ,06/15/11,0.095,8.24E-05
NJ,07/15/11,0.097,0.000137363
NJ,08/15/11,0.092,0.000197802
NJ,09/15/11,0.092,9.89E-05
NJ,10/15/11,0.09,-9.89E-05
NJ,11/15/11,0.088,-0.000428571
NJ,12/15/11,0.089,-0.000637363
NJ,01/15/12,0.096,-0.000637363
NJ,02/15/12,0.098,-0.000252747
NJ,03/15/12,0.095,5.49E-06
NJ,04/15/12,0.092,0.00010989
NJ,05/15/12,0.092,1.10E-05
NJ,06/15/12,0.096,7.69E-05
NJ,07/15/12,0.099,0.000335165
NJ,08/15/12,0.093,0.000450549
NJ,09/15/12,0.089,0.000263736
NJ,10/15/12,0.089,9.34E-05
NJ,11/15/12,0.09,-0.000104396
NJ,12/15/12,0.088,-0.000445055
NJ,01/15/13,0.096,-0.000483516
NJ,02/15/13,0.092,-0.000423077
NJ,03/15/13,0.087,-0.000428571
NJ,04/15/13,0.082,-0.000653846
NJ,05/15/13,0.083,-0.00089011
NJ,06/15/13,0.085,-0.001010989
NJ,07/15/13,0.086,-0.000906593
NJ,08/15/13,0.079,-0.000862637
NJ,09/15/13,0.078,-0.000972527
NJ,10/15/13,0.076,-0.00121978
NJ,11/15/13,0.07,-0.001593407
NJ,12/15/13,0.068,-0.00189011
NJ,01/15/14,0.076,-0.001879121
NJ,02/15/14,0.077,-0.001461538
NJ,03/15/14,0.074,-0.001192308
NJ,04/15/14,0.064,-0.001346154
NJ,05/15/14,0.065,-0.001532967
NJ,06/15/14,0.066,-0.001554945
NJ,07/15/14,0.071,-0.001241758
NJ,08/15/14,0.067,-0.000945055
NJ,09/15/14,0.065,-0.000879121
NJ,10/15/14,0.062,-0.000873626
NJ,11/15/14,0.061,-0.00089011
NJ,12/15/14,0.06,-0.001087912
NJ,01/15/15,0.069,-0.001010989
NJ,02/15/15,0.068,-0.000664835
NJ,03/15/15,0.065,-0.000335165
NJ,04/15/15,0.057,-0.000318681
NJ,05/15/15,0.058,-0.00056044
NJ,06/15/15,0.056,-0.000796703
NJ,07/15/15,0.06,-0.000813187
NJ,08/15/15,0.053,-0.000835165
NJ,09/15/15,0.051,-0.000978022
NJ,10/15/15,0.048,-0.001208791
NJ,11/15/15,0.045,-0.00156044
NJ,12/15/15,0.043,-0.001923077
NJ,01/15/16,0.047,-0.002093407
NJ,02/15/16,0.048,-0.001813187
NJ,03/15/16,0.05,-0.00139011
NJ,04/15/16,0.049,-0.001016484
NJ,05/15/16,0.049,-0.000862637
NJ,06/15/16,0.049,-0.000626374
NM,01/15/06,0.044,
NM,02/15/06,0.043,
NM,03/15/06,0.041,
NM,04/15/06,0.039,
NM,05/15/06,0.041,
NM,06/15/06,0.05,
NM,07/15/06,0.048,
NM,08/15/06,0.044,
NM,09/15/06,0.041,
NM,10/15/06,0.038,
NM,11/15/06,0.037,
NM,12/15/06,0.034,
NM,01/15/07,0.04,-0.000516484
NM,02/15/07,0.038,-0.000538462
NM,03/15/07,0.037,-0.000598901
NM,04/15/07,0.035,-0.000769231
NM,05/15/07,0.036,-0.000950549
NM,06/15/07,0.044,-0.000774725
NM,07/15/07,0.042,-0.000335165
NM,08/15/07,0.037,-9.34E-05
NM,09/15/07,0.036,2.20E-05
NM,10/15/07,0.035,3.30E-05
NM,11/15/07,0.035,-3.85E-05
NM,12/15/07,0.035,-0.000131868
NM,01/15/08,0.041,-0.000131868
NM,02/15/08,0.039,-5.49E-06
NM,03/15/08,0.04,8.24E-05
NM,04/15/08,0.037,2.20E-05
NM,05/15/08,0.039,-4.95E-05
NM,06/15/08,0.049,0.000225275
NM,07/15/08,0.049,0.000736264
NM,08/15/08,0.047,0.001076923
NM,09/15/08,0.046,0.001164835
NM,10/15/08,0.046,0.001164835
NM,11/15/08,0.049,0.00117033
NM,12/15/08,0.052,0.001197802
NM,01/15/09,0.065,0.00156044
NM,02/15/09,0.067,0.002054945
NM,03/15/09,0.073,0.002527473
NM,04/15/09,0.072,0.002818681
NM,05/15/09,0.076,0.002950549
NM,06/15/09,0.087,0.003307692
NM,07/15/09,0.084,0.003686813
NM,08/15/09,0.08,0.003741758
NM,09/15/09,0.076,0.003417582
NM,10/15/09,0.075,0.002862637
NM,11/15/09,0.075,0.002148352
NM,12/15/09,0.074,0.001357143
NM,01/15/10,0.081,0.000774725
